d_4_12,d_16_20,C
0.05389183782053722,0.28430982447781383,r
0.06135197919009053,0.2894062995066556,r
0.052088969341974906,0.28759967395480723,r
0.0540760783573777,0.28844114416029665,r
0.0580860167096591,0.2872849753299674,r
0.055447866347767764,0.28583897685731946,r
0.05218743991942885,0.28677586516893877,r
0.05185480503840865,0.28582774180189224,r
0.05776938071824342,0.2853516286361077,r
0.05705643865877059,0.287045512772485,r
0.057253365998459,0.28836414382086306,r
0.04960197988640338,0.29175849952103405,r
0.044768377618012965,0.2869324048010525,r
0.058032886755335196,0.2879992112030553,r
0.055400535951704064,0.29063617006295095,r
0.055705323337112575,0.2893052752246609,r
0.05600722168701617,0.29307492948826347,r
0.057087016925624186,0.28930880841741524,r
0.05226158337157743,0.2850356742256584,r
0.05280251047176238,0.29567966129512013,r
0.05792745364115848,0.28922063081421173,r
0.05542004568794131,0.2956867659615551,r
0.06237256321340106,0.2918391389461328,r
0.05212110532950506,0.2922188005125047,r
0.0569402248515118,0.29523953786955415,r
0.051249701518373485,0.2943354621963286,r
0.0605189600762912,0.2940576119351425,r
0.05552127435012933,0.29271867220829667,r
0.051102750752860464,0.29648174972808133,r
0.050478163796811255,0.2884322339043222,r
0.060080888874680986,0.2987962566402082,r
0.051628497562219954,0.2968098810412209,r
0.054707481111095115,0.2976675265399415,r
0.054054521332799685,0.3039447536007905,r
0.05752154543251027,0.30790223966003427,r
0.06013600010425939,0.31205021966128965,r
0.05700368478161261,0.3149282344550291,r
0.061771879305148485,0.3187742733004185,r
0.04508601302943541,0.3133905517529512,r
0.05443292303082182,0.3074305539449799,r
0.0515202469973148,0.30983833938622596,r
0.04491196084716904,0.3189520609039941,r
0.03856138067357208,0.3172110841430437,r
0.03459493396239593,0.31243608070683665,r
0.03791998022328586,0.31547701863468164,r
0.03643823543252881,0.3127036138407199,r
0.03992961226982941,0.31256077506604124,r
0.04002496959233953,0.3108922586470706,r
0.04113832351867686,0.31440816486403306,r
0.04946363703525376,0.3115875133061458,r
0.057572987282161016,0.30957906115803574,r
0.05122742073986048,0.31494534160967547,r
0.0605838049241648,0.3104755748041625,r
0.05560298735248485,0.30563656071725087,r
0.05621987255406802,0.2996617129800226,r
0.04872621436182564,0.27716797596777487,r
0.05413449365159671,0.2873014815549192,r
0.049606449469072694,0.29122634906223765,r
0.045107051287256054,0.26862403755621245,r
0.039030096822483255,0.3146506075338961,r
0.04567353689025949,0.30266597554335584,r
0.04009943189191918,0.3028122972628836,r
0.03588950069703379,0.30273174900749217,r
0.031037441601975524,0.3020678854082953,r
0.029147617306756666,0.30006964767741756,r
0.03881160660764637,0.2942523361923033,r
0.03916670534483733,0.2884758530096401,r
0.03892852969968199,0.29206242317320397,r
0.0378707433004114,0.28260569573309713,r
0.029177118276552668,0.295233526186074,r
0.030106275519301905,0.29091172445793395,r
0.033791069438865916,0.28101051056816134,r
0.03587267614061124,0.2775943992787844,r
0.03745684877600462,0.2746062496189525,r
0.03300080574197046,0.2792214097525512,r
0.04085002514646288,0.2763678757675886,r
0.03544367603031735,0.28019118996497155,r
0.04311236424972713,0.27621426995636583,r
0.0436195558243426,0.27849222940798574,r
0.06372401897550906,0.2911208015816275,r
0.06920558604736417,0.29318345096670057,r
0.04802299245157621,0.28270618842489526,r
0.052847904673727124,0.280594623147995,r
0.04022903453172618,0.28092237249753343,r
0.04482427787086715,0.27933503736277854,r
0.03740463975941624,0.281381222667594,r
0.05469219732647777,0.2770210757050321,r
0.0503833984210052,0.2801731818145125,r
0.0514750623439734,0.27875396418177517,r
0.04258229646412908,0.28040088256750684,r
0.045512699102002854,0.2787714821491303,r
0.04494361826864607,0.2773118795305184,r
0.04822634836594418,0.2773351171345029,r
0.0456799306434011,0.27993686085861286,r
0.04439907770633719,0.2805393881195618,r
0.04412929577220274,0.2843854264543272,r
0.21615301780920446,0.036533752163002545,l
0.2165344575316346,0.03926403399582364,l
0.21417293301820728,0.04040027471097757,l
0.21080347210202505,0.04282887834373858,l
0.20776383090928957,0.04613099665448585,l
0.2080518483379993,0.047775187221133615,l
0.20691941955657056,0.04495967909470205,l
0.2075423851170861,0.046725993750891676,l
0.20857864054111527,0.04660034976465304,l
0.210146734188696,0.04743171105897475,l
0.21247659103236122,0.04773312085377944,l
0.21461170049778094,0.04585337081267182,l
0.21757640801981748,0.06217357661016942,l
0.21749335058463024,0.057498775749587554,l
0.21389933334768793,0.05299986675218117,l
0.2145800388245379,0.05362838198918865,l
0.21161434851552918,0.05037680229961156,l
0.21252993166850823,0.04998587510907453,l
0.21352888884943172,0.053018927651552424,l
0.2159494585315549,0.04836267789353076,l
0.21605907791218165,0.04689779389057297,l
0.21156609876704274,0.0457851004078265,l
0.2148028965910703,0.042547831469963354,l
0.20501185159016477,0.04423801950889597,l
0.20471006909090025,0.043683498744563565,l
0.19713152143970833,0.04625822309440151,l
0.19991476690987844,0.04552596532481077,l
0.19984046701227928,0.04629021658244644,l
0.19680742469576798,0.04513605972448145,l
0.19530844240317283,0.04629792434769131,l
0.19333658345034224,0.04528273793903196,l
0.19345911803806035,0.0456635661801737,l
0.19541293600941412,0.0459801335643939,l
0.19645162472495684,0.04626257216837654,l
0.194265531125014,0.04770475139180775,l
0.18991889766713205,0.04625838254194783,l
0.1914368293818365,0.045831717111104654,l
0.18987632793423764,0.0462999134596173,l
0.18378393584579306,0.047058332929885545,l
0.18217480221112076,0.048547238724922795,l
0.18183814264460701,0.046594441678778756,l
0.17715494552782368,0.04915638991462424,l
0.1815059941401345,0.046875820222818575,l
0.17772531101561445,0.048179248896380755,l
0.1773143007936064,0.04437062334626637,l
0.17903638796472446,0.04468517896406928,l
0.1707095629870355,0.04603730712474452,l
0.17945471426056167,0.04454038918427079,l
0.17502233750433385,0.047452954187107675,l
0.20227600754239805,0.046458232069997614,l
0.1967995142279673,0.047800231197725,l
0.21025204653036922,0.04484709466666431,l
0.20921606701852294,0.04447687831261193,l
0.2162213150322909,0.042091469540185535,l
0.21732638989056696,0.039908000201206106,l
0.22454285294593934,0.03612584045769382,l
0.2280102898782301,0.04150438746860371,l
0.23775244999000003,0.06705554268616197,l
0.2338314369639095,0.03599444232947249,l
0.24523353428406072,0.0392510068378732,l
0.2525208744280675,0.07836282049216116,l
0.24922536895994035,0.051240832186331894,l
0.2453040431590544,0.03669178569440761,l
0.24755683219847371,0.034379093663856254,l
0.2423381331138934,0.034860385721914744,l
0.22792837202318714,0.04147084165775482,l
0.23067172816546033,0.03917711289854698,l
0.21610538283293415,0.046092526289540914,l
0.22014954818236632,0.04680545973340053,l
0.22322634689095197,0.046563635856468034,l
0.22909884610888165,0.0437359756580289,l
0.22596791524260068,0.04497440085407752,l
0.22550382751602388,0.04460043488724319,l
0.22653562191522306,0.04694124678245664,l
0.22718480965536703,0.04550579962663155,l
0.2224367552777119,0.04507735279711587,l
0.2260691388188512,0.04413009876695973,l
0.22209467181168052,0.04398889225720327,l
0.22586212843045902,0.04358433422096801,l
0.23087885104135777,0.04033341841461088,l
0.23199739343153897,0.04187942261455693,l
0.23413030997831308,0.042829718372635515,l
0.23497631527003648,0.04107351493204069,l
0.23540406392943983,0.03968926699876453,l
0.24089365610341246,0.03830741861806932,l
0.238704531766216,0.04623665303287849,l
0.23836248113617595,0.046369308678547966,l
0.23293173937055917,0.03759043225179,l
0.23608137018192016,0.04070757640407926,l
0.22938004908072437,0.043139691723692614,l
0.23112138208077168,0.06033441590668425,l
0.21464423452133363,0.042652259599044354,l
0.22223964755336337,0.09017059012547149,l
0.20923594411504687,0.04122340011245589,l
0.21259286777398687,0.041974458917907596,l
0.20567818678022468,0.048178465931870966,l
0.20449810440372473,0.05131652458648063,l
0.02374200917267168,0.04843893841232329,z
0.026612423248700397,0.04918302597059852,z
0.028049657898223317,0.049057477585122,z
0.027831997230218196,0.04949813025597959,z
0.026871986663103815,0.0490880638414497,z
0.025854826962863293,0.0495799327622439,z
0.024134908606994493,0.04913136806935511,z
0.024997636612692525,0.050796059071046645,z
0.02196583514715318,0.05063483365374911,z
0.02689019511424643,0.0505791929880114,z
0.022817643291629726,0.050775723146882355,z
0.02610808725295775,0.05028798893901333,z
0.02733195050364428,0.0477839107212645,z
0.0295730085404656,0.04555928486993026,z
0.03085685784690085,0.04528050783472628,z
0.027425608860793347,0.04561466896251944,z
0.03586783338393094,0.045175230053395556,z
0.048114512337982855,0.039028309254115476,z
0.0478287705574075,0.03773701883801275,z
0.041186234212293955,0.04030442513176723,z
0.040938932072659744,0.039204134659617286,z
0.03981612193564242,0.03661432677330378,z
0.04961853793370542,0.03963744605089807,z
0.03905066663771739,0.04019241298087238,z
0.0375660337534565,0.04217390931579516,z
0.037458325400594364,0.040344463491697326,z
0.03875613720836427,0.04191033163459272,z
0.03775334475058675,0.038883525664014006,z
0.030001564426604208,0.03887762241244852,z
0.03988787820701982,0.03621328531779604,z
0.03780529384909598,0.03576537676662115,z
0.03528076054823456,0.03578530988849812,z
0.036226351287795173,0.03805345698728071,z
0.040406112363409824,0.0390189374408649,z
0.03824575211732408,0.03864485487439692,z
0.04356406803552421,0.037924388762246596,z
0.037311275081436016,0.04077684467529221,z
0.05472355522544609,0.03987636133118449,z
0.04061409789464777,0.0378290902336146,z
0.053842805953314365,0.04298507345991015,z
0.04690941539091502,0.04762630164945653,z
0.03375585811211265,0.04392312801714393,z
0.055226048189772156,0.05092760031033899,z
0.04278988953212859,0.050619003145267065,z
0.04760954656243208,0.0515727202121762,z
0.0482903597611494,0.05325563254522002,z
0.042729065950910285,0.05094627553631759,z
0.04215106587475229,0.05152021169803431,z
0.046127876093186464,0.04628324717719703,z
0.054283392975719526,0.05023309597052752,z
0.05723505094141021,0.05100006457274489,z
0.053252064099348684,0.05242181770565413,z
0.0515578157765507,0.05074334365053964,z
0.047165905574036104,0.04969328929660836,z
0.05233680525795341,0.05088821290030683,z
0.045960249702088,0.04933913928547853,z
0.06089329638498829,0.053513810912987014,z
0.04941338479870683,0.04764606727983137,z
0.07564366210074241,0.05069037511569199,z
0.07160835261498169,0.047358530294347584,z
0.06113186376374249,0.0475356014207768,z
0.062281665980803355,0.05132425256171699,z
0.033221905822828295,0.05880287840304673,z
0.03940715919843175,0.056036762874662936,z
0.04245748937911764,0.05786516910389538,z
0.04485998541446595,0.06121678183582045,z
0.04732083606563343,0.06084986358812094,z
0.04535765827925765,0.05633020389251142,z
0.05805234895819658,0.0571883185981805,z
0.058764709493307185,0.059423880132710376,z
0.060657888648046214,0.05987565110986947,z
0.06409178131805489,0.05762894747450169,z
0.06366055885275487,0.06116789463045832,z
0.0642287031156704,0.05696464281196277,z
0.06504480432180995,0.0593105978080887,z
0.0597201968832489,0.05479446960338371,z
0.06756068066101124,0.05519440967244241,z
0.05347671334520141,0.056645440997884135,z
0.07152273809479444,0.05615693618208028,z
0.05261735565568659,0.05733404887991793,z
0.057867679433767284,0.05755296258766933,z
0.05912840034338348,0.05583596555533811,z
0.033133799210294176,0.05434887580153069,z
0.03205611991711911,0.05388551825875228,z
0.03525946515484354,0.053818255025387646,z
0.03269541332107332,0.05285408780348178,z
0.032136723708228905,0.05325833102350304,z
0.032125615148617816,0.05360548111705612,z
0.033562698938825485,0.054189818968905866,z
0.031559077116556374,0.05446435112295349,z
0.031667194544680366,0.053791501049990836,z
0.03135581574081512,0.05394699709264538,z
0.03201493634914428,0.05515567594606234,z
0.031458566848800926,0.05436928432702969,z
0.03188995511440633,0.05371911101464193,z
0.0321976795062604,0.05333897164082129,z
0.0334388742028401,0.05304083006829536,z
0.032571455410484555,0.054158540924747485,z
0.03363564276678071,0.05329629421488659,z
0.03449161550471285,0.05300920845929968,z
0.03089692367792411,0.05376297343977455,z
0.031615312967186504,0.053726346914010736,z
0.030443590947085028,0.053556053349484115,z
0.03070293476326418,0.05362989637638279,z
0.03410721582721615,0.05268710197297535,z
0.03288711738736314,0.052753226027451035,z
0.031074479157155156,0.05390494188738359,z
0.031165307327601276,0.053897550834562484,z
0.03244033386042258,0.053242959095058516,z
0.031868298857122224,0.05349018840774946,z
0.030940752318996973,0.05466889714599837,z
0.030547267736017656,0.05355834213282431,z
0.03150655103620312,0.05337370995952543,z
0.030747576410227764,0.053860800724856,z
0.030376248135762892,0.053748635512126414,z
0.03070193024328296,0.05270421107954959,z
0.03199031321975798,0.05318938318932833,z
0.03103343379726701,0.05502764371097101,z
0.014991915954354684,0.04804490181015062,z
0.015321601400094902,0.04819708192860687,z
0.018259401256421542,0.04769358357087067,z
0.0175559562263211,0.0477537555646518,z
0.012894542432521684,0.04777014350142196,z
0.013512281037169803,0.048592298065453475,z
0.014240454341864179,0.047502629616168,z
0.014775304850521339,0.04674197340845264,z
0.014890867721815037,0.047699889419052184,z
0.014226781324467858,0.05073474784821893,z
0.013876595697953771,0.048929144818832135,z
0.01406134386358039,0.04942120593664352,z
0.015219808692745276,0.04864389287271039,z
0.016383839040109097,0.04766426385435408,z
0.016073465547211428,0.0482894448234138,z
0.014283343231452604,0.04936380462011592,z
0.015175206623743056,0.04785314297419171,z
0.0197707007302059,0.0474284659935115,z
0.01982907070270089,0.04593747565823831,z
0.022817934376700714,0.04761392549346104,z
0.01868171940525104,0.04629514822491238,z
0.02045907335292717,0.04587269918784459,z
0.019395227074229155,0.04668428002513067,z
0.015383004328255507,0.048084565216992815,z
0.019942177333028357,0.04939356222314449,z
0.019656342468211754,0.04498862952454166,z
0.020825578304687207,0.04784565330352672,z
0.021282332286115254,0.047706945052961885,z
0.0195709800214125,0.04929690304849648,z
0.022663452706669758,0.0472502393476849,z
0.018663098787049415,0.04790216410950593,z
0.019760540144841066,0.04705518073401448,z
0.018539122925727385,0.04666678295856503,z
0.02072123756521512,0.0461116120454211,z
0.02231381411003847,0.04609476772081078,z
0.022373548684792768,0.046236190398029585,z
0.026920932460826934,0.04378978154031264,z
0.025458651403684713,0.04508376066930555,z
0.02216563864683265,0.04617035954086806,z
0.02393350605139179,0.04697063492600233,z
0.02543686911065871,0.046204536571361664,z
0.024582992642171196,0.04674464834080773,z
0.022344732230049368,0.04644112282573505,z
0.025971986825895358,0.04911454230030003,z
0.024152744752229966,0.046710736756680624,z
0.028492201536531456,0.04899865244887122,z
0.028342276211406687,0.04893942610618745,z
0.03088354896037205,0.048677751196402316,z
0.030283178667984512,0.04911173133014822,z
0.040719199622387126,0.058100995406040176,z
0.03651122609810365,0.0610716818799306,z
0.04589141410729929,0.06725541923748321,z
0.05335770708180951,0.06829472621307763,z
0.06585000192135926,0.07288044561562214,z
0.06581637149498457,0.08089258793611252,z
0.11511928184169788,0.09716713699179884,z
0.12032899528799489,0.09631504717086296,z
0.1615801591052337,0.09711798462545276,z
0.1463574873711026,0.09774832529904158,z
0.15993101883093652,0.10609636684405391,z
0.1615588016238345,0.10735934541616664,z
0.16734030991224258,0.10727972430399786,z
0.1643239805522301,0.10661829428965243,z
0.16407894310987062,0.10491181058054927,z
0.16373830129653835,0.11093774343870738,z
0.16814151927520413,0.11069615241978492,z
0.16332070966419127,0.11015929781316647,z
0.16967426586514583,0.11084386258837378,z
0.17548220230646716,0.11758354011069959,z
0.18493151200867738,0.11515898220950359,z
0.1884030970849959,0.11451751256800208,z
0.19540338978227356,0.11928912846540637,z
0.19064355283897477,0.1250265765731799,z
0.19393462674569625,0.12068754002550718,z
0.1917388837036211,0.12273958043507838,z
0.19647493890829906,0.12114789969543797,z
0.19426971403669327,0.12148261061317231,z
0.18851318641646195,0.12389416184397446,z
0.18882729749418914,0.1232490991685483,z
0.18695985515314778,0.1195593807841253,z
0.19011810911371427,0.12071035439955273,z
0.1893278370205622,0.11660885839845903,z
0.1863616604096749,0.11859314257925431,z
0.1837759261906342,0.11303440367355816,z
0.18075206368901714,0.11607947092317968,z
0.18193498394555915,0.11912657129226431,z
0.18351172888570658,0.11542210461826696,z
0.1769817120192781,0.11704008255592514,z
0.17812614881761135,0.11203792652330233,z
0.17570003529047906,0.11324262543234943,z
0.17895836909299487,0.11069337149540699,z
0.17692921880093743,0.1145621044286527,z
0.1770100578624769,0.11396631760576825,z
0.1727102077386248,0.11291362905530941,z
0.17368079924564084,0.11041054727755294,z
0.17757125632465812,0.11351565870226094,z
0.17468818405525313,0.11729641523232892,z
0.17094798103773357,0.1166067689456537,z
0.17662220675956894,0.11604076367133416,z
0.17245636491163083,0.11606548545724951,z
0.1754924177740287,0.11182385165781504,z
0.17027763947707902,0.11867309823578862,z
0.16811502651613527,0.11839749411832007,z
0.1729495563675797,0.11649451332321054,z
0.17145056088959706,0.11489261365755313,z
0.16986129465208796,0.11726766154687507,z
0.17162227535195024,0.11465685711450486,z
0.16952736779786282,0.11531144214585154,z
0.1686924376105213,0.11701376300334503,z
0.16770638385672793,0.11354595451480361,z
0.1704401584405409,0.11259779693724103,z
0.16666635531780996,0.11383355912908814,z
0.16916059973837247,0.11623335863286607,z
0.1706507871490579,0.11586117380031104,z
0.16368729074848257,0.11783710287626584,z
0.16567566407540343,0.11664436829088155,z
0.16914523558907096,0.11501186718230465,z
0.16645976801415363,0.1146873021553026,z
0.16077878870291926,0.11542793688462202,z
0.16252407698877527,0.11471553122299373,z
0.16742634718933644,0.11305719557559933,z
0.16760216967120004,0.11150097007124316,z
0.1671019923600164,0.11533246628105474,z
0.16791156198469875,0.11479256865764138,z
0.1668073802298288,0.11355873532045252,z
0.16848748870581035,0.11187153035709352,z
0.16972138940822445,0.11554253147126653,z
0.16964929703407397,0.11381467417974375,z
0.1632216717813599,0.11378997326258324,z
0.16600296345277887,0.11497510705452729,z
0.16539361517845808,0.11802947117037443,z
0.16622453880344853,0.11965582700772373,z
0.1668889657290806,0.1169614050984295,z
0.1638195870640245,0.11550241736467617,z
0.16519102004419106,0.11583243445047142,z
0.16459026186643114,0.11819623615519721,z
0.16137351452061952,0.11763944816311282,z
0.16113578474934884,0.11813286726020794,z
0.1630691486209972,0.11604201995890757,z
0.16508876641514963,0.1187086400903349,z
0.1668425835676573,0.11637714152792372,z
0.1626910090315139,0.11744732849017768,z
0.16385758398706005,0.11581650354199495,z
0.16389378495930537,0.11634678009627272,z
0.1668450678789149,0.11660030834644784,z
0.1706380012398083,0.11547004701392398,z
0.16504084383003545,0.11567475197334366,z
0.16305652874020793,0.11754624139745566,z
0.1620431180262671,0.11481268847732946,z
0.16030591131357433,0.1187220230793409,z
0.16418973332611628,0.12164541930030817,z
0.18302172114063317,0.11746883679363554,z
0.18124482862942,0.12384032865412983,z
0.2299913291478051,0.1379839775790394,z
0.32448965289873594,0.16091087731047907,z
0.30452843336067986,0.14968373519878891,r
0.3038874503718204,0.14848377301160126,r
0.30352292453128105,0.14876261125156798,r
0.302630911547837,0.14906049714741207,r
0.30255362743755077,0.14986849955957549,r
0.30567147429353336,0.14932891090689251,r
0.30584551088255174,0.1508111422517017,r
0.30469641137329884,0.1532150443693523,r
0.30327783749084053,0.147275401770532,r
0.30347305656573836,0.14836966514773028,r
0.3032026383914145,0.15027580587092348,r
0.302808346947345,0.1518941488529406,r
0.3024806047305068,0.14885345098285693,r
0.3013596804585174,0.14981089924580374,r
0.30339948154716373,0.15034002738490834,r
0.3039497098715319,0.1491278470077261,r
0.30301283765472975,0.14761202255417963,r
